index	prompt1	prompt2	prompt3	prompt4
2264	A toilet sits in a bathroom, next to a sign advertising 'Jion 2'.	No.	Male.	Male.
2265	In the image there is a blue and black motorcycle parked on the grey and white square tiles. Behind the motorcycle there is a black metal fence. On the left side of the image there is a small potted plant.	No.	Female.	Female.
2266	In the center of the image there is a bowl containing fruits.	No.	Female.	Female.
2267	In this image there are many people walking on the road. There are many vehicles on the road. There are many stalls and tents. There are many flags. There are many trees.	Yes.	Male.	Male.
2268	In the foreground of the image we can see a motorcycle. In the background, we can see the sand, trees, fence, sky and the ground.	No.	Male.	Male.
2269	In this image we can see two people sitting on the bench. Behind them there is a building, trees, plants, a fence and a person standing.	Yes.	Female.	Female.
2270	An airplane is flying with a blue and red stripe on the side. In the background, there are buildings and a mountain.	No.	Male.	Male.
2271	Two giraffes are standing in a grassy field, in the background there are some trees.	No.	Female.	Female.
2272	In this image there are three persons standing on the sidewalk. In the background there are vehicles on the road. There are buildings and trees. There is a person in the middle of the image.	No.	Female.	Female.
2273	In this image there is a man sitting on a bench and holding a white paper in his hand. In the background there is a brick wall. There is a green bench.	No.	Female.	Male.
2274	In this image we can see a traffic light, a sign board, a tree, a pole, a building, a sky and the ground.	No.	Female.	Female.
2275	In this image we can see a few vehicles, buildings, trees, poles, wires, a few objects, a board, a vehicle, a river, a few plants, a few objects, a few objects, a few objects, a few objects	No.	NO The person(s) in this image are not specified.	Male.
2276	In the image we can see there is a giraffe and a person holding a stick. In the background there is a wooden house, steps, fence, trees and grass.	No.	Male.	Male.
2277	A busy city street with several vehicles, including a bus, and several traffic lights.	No.	Female.	Female.
2278	In this image there is a car on the road, there are people walking on the footpath, there are buildings, there are trees, there are street lights, there are banners, there are people standing on the footpath, there are traffic signals	No.	Male.	Male.
2279	In the center of the image there is a yellow bench. In the background there is grass.	No.	Female.	Female.
2280	In this image we can see a few people walking on the road, a few vehicles on the road, a pole, a sign board, a tree, a street light, a building, some plants, a pole with a sign board, a street	No.	Male.	Male.
2281	In this image we can see a fire hydrant, plants, trees, buildings, windows, and a wall.	No.	Female.	Female.
2282	In this image we can see a cat, a toy, a bird, a window and a door. In the background, we can see the trees.	No.	Female.	Female.
2283	In this image we can see a few people, some are sitting, some are standing, some are holding papers, some are holding boards, some are holding objects, some are holding objects, some are holding objects, some are holding objects, some are	Yes.	Female.	Female.
2284	In the image we can see there is a bus which is white in color and there are some trees and there are some vehicles on the road.	No.	Female.	Female.
2285	In this image there is a river, beside the river there are some birds, there are some trees, there are some buildings, there are some vehicles, there are some poles, there are some trees, there are some clouds in the sky.	No.	Female.	Female.
2286	In this image there are three birds on the sand.	No.	Female.	Female.
2287	A bird flies in the center of the image, with the sun setting in the background.	No.	Female.	Female.
2288	In this image there are a few people standing on the road, and there are a few banners with some text written on it, and there are a few poles, and there are a few trees, and there are a few buildings, and there are	No.	Female.	Female.
2289	A bird is standing on grass.	No.	Female.	Female.
2290	In this image we can see a bird in the water. In the background of the image we can see the trees.	No.	Female.	Female.
2291	In the foreground of the picture there is a table and a man is sitting on it. In the background there are trees, buildings, cars, people and the sky.	No.	Female.	Female.
2292	A man in a jacket with a red and white sign in front of him that says "STOP FORECLOSURES". To the right of this man there is a woman with sunglasses and a jacket holding up a sign that says "STAND TO	Yes.	Female.	Female.
2293	A parking meter has two awnings painted on it, one of which has an image of two wolves on it. The parking meter also has a blue background with stars and the moon.	No.	Female.	Female.
2294	In the image there is a cat and a shoe on the floor.	No.	Female.	Female.
2295	In this image we can see a group of people riding a motorcycle and a vehicle on the road. On the left side of the image we can see a vehicle and a building. In the background we can see a tree, street lights, traffic signal	No.	Male.	Male.
2296	In the image there is a cow laying on the grass, to the right of the cow there are two more animals laying on the grass, behind the cow there is a wooden fence and behind the fence there are some trees and buildings.	No.	Female.	Female.
2297	In this image there are many people standing on the road. There are many vehicles on the road. There are many stalls and posters on the buildings. There is a white color vehicle.	NO.	Male.	Male.
2298	In the center of the image there is a green color sign board. In the background of the image there are cows grazing on the grass. There are trees and the sky is clear.	No.	Female.	Female.
2299	In the foreground of the image there is a black colored bull. In the background of the image there are people, boats, sand, water and some objects.	No.	Male.	Male.
2300	In this image we can see some animals on the ground, in the background we can see mountains, trees, plants, grass, fence, and the sky.	No.	Female.	Female.
2301	In the image there are cows on the grass and in the background there is a building and the sky.	No.	Female.	Female.
2302	In the image there is a grey cat on a chair, the cat is looking at the camera.	No.	Female.	Female.
2303	In this image we can see cows on the ground, fence, poles, and some objects.	No.	Female.	Female.
2304	In this image we can see cats on the bed. In the background we can see a window, fan, a chair and a wall.	No.	Female.	Female.
2305	In the image we can see there are two cats and a laptop on the bed.	No.	Female.	Female.
2306	A couple is posing for a picture. They are standing in front of a stone wall.	No.	Female.	Male.
2307	In this black and white image I can see a person wearing a shirt and a tie.	No.	Female.	Female.
2308	A man is walking across a cobblestone street, with a sign indicating the direction to the left. To the right, there is a signpost with an arrow pointing to the left. In the background, there is a building with many windows and	Yes.	Male.	Male.
2309	In this image there are two people sitting on chairs. In front of them there is a table. On the table there is a glass with liquid. In the background there are trees.	No.	Female.	Female.
2310	In this image we can see an elephant. In the background of the image there are trees.	No.	Female.	Female.
2311	A man and a child are posing for a photo in a bathroom. The man is wearing a white dress shirt with red, blue, and orange stripes. The child is wearing a striped tie.	Yes.	Male.	Male.
2312	In this image we can see two women are standing and holding an umbrella. In the background of the image there are some plants, baskets, trees, vehicles, boards, poles, clothes, and some other objects.	No.	Female.	Female.
2313	In this image there are a group of elephants. One of them is wearing a hat. There are two persons sitting on the elephant. In the background there are trees and poles.	Yes.	Man.	Male.
2314	In this image we can see a group of elephants, some of them are wearing hats, some of them are wearing clothes, some of them are wearing shoes, some of them are sitting on the elephants, some of them are holding the ropes, some	No.	Male.	Male.
2315	In this image we can see a dog lying on the floor. We can also see a cable and a shoe on the floor.	No.	Male.	Male.
2316	In this image there is a suitcase on the floor which has a person's hand on it. There are many objects on the floor which are colorful. There are toys on the floor. There is a tin on the floor. There is a chair	Yes.	Male.	Male.
2317	In this image we can see a cake with teddy bear and some other items on it. In the background we can see some flowers, candles, a table and some other items.	No.	Female.	Female.
2318	In this image we can see a red color backpack, a cardboard box, a few other bags, a wall, a window, a door and a few other objects.	No.	No one.	Female.
2319	In this image there is a dog sitting on the grass. In the background there is a person walking.	No.	Male.	Male.
2320	In this image there are three zebras grazing on the grass. In the background there are trees.	No.	Male.	Male.
2321	In this image we can see a horse cart, people riding the horse cart, vehicles on the road, trees, buildings, boards, poles, lights, boards, traffic signals, poles, street lights, and some objects.	NO.	Female.	Female.
2322	A man is pulling a horse into a ring.	Yes.	Male.	Male.
2323	In this image there are two white plates on a table. On the plate there is an orange slice. On the right side there is a fork.	No.	Female.	Female.
2324	A baseball game is underway, and the scoreboard in the background indicates that the score is 0-0. In the foreground, a player in a white uniform with the number GA-CIA is running towards home plate. The player is wearing	No.	Male.	Male.
2325	A blue bowl contains a variety of vegetables and carrots.	No.	Female.	Female.
2326	A man is skiing down a snowy hill. He is wearing a bright green jacket. In the background, there are many trees.	Yes.	Female.	Female.
2327	A cardboard pizza box is filled with a healthy meal.	No.	Male.	Female.
2328	A person is skiing in the snow.	Yes.	Male.	Male.
2329	In this image there is a person standing on the ground, wearing a white color dress and a black color helmet. There are two people standing on the ground. There is a person standing on the ground. There is a fence. There are people sitting	Yes.	Male.	Male.
2330	In this image there is a person holding a broccoli in their hand.	No.	Female.	Female.
2331	A person is skateboarding in front of a large building with columns and a sign that has Chinese characters on it.	No.	Female.	Female.
2332	In the image there is a wooden cutting board with ten carrots which are orange in color and placed on top of it.	No.	Female.	Female.
2333	In this image we can see a person jumping on a skateboard. There are two children. One of them is holding a skateboard. In the background there is a fence, buildings, vehicles, sky and the ground.	Yes.	Male.	Male.
2334	In this image there is a table on which there is a plate, knife, knife and a knife and a knife and a knife and a knife and a knife and a knife and a knife and a knife and a knife and a knife and a knife	No.	Male.	Male.
2335	In the image there are three plates on a tray, on the plates there are various food items. On the left there is a pickle and a sandwich. On the middle there is a pickle and a sandwich. On the right there is a pickle and	No, there is no person in this image.	Female.	Female.
2336	An open lunch box contains a sandwich, carrots, and a toy car.	No.	Female.	Female.
2337	A black and white image shows a person performing a trick on a ramp. The person is in mid-air, with their arms extended, and appears to be airborne. They are wearing a dark-colored shirt and dark pants. The ramp they are	Yes.	Female.	Female.
2338	In the image we can see there are many cups placed on the table. On the left side there is a clock. In the background there is a wall with a poster.	No.	Female.	Unsure.
2339	A wooden table is set with a bottle of Corona Extra, a bowl of food, and a fork.	Yes.	Female.	Female.
2340	A person holds a knife and a cake in their hand.	Yes.	Female.	Female.
2341	A man is sitting on a concrete ledge in a parking lot, facing away from the camera. In the background, there is a visible parking lot with no cars visible. There is a visible bridge in the background, with a few containers on it	Yes.	Female.	Male.
2342	A person is snowboarding.	Yes.	Male.	Male.
2343	A skateboarder is performing a trick on the sidewalk. He is wearing a red cap, blue jeans, and white shoes. In the background, there is a building with windows and a sign with a red circle. To the right, there is	Yes.	Male.	Male.
2344	A person is snowboarding on a snow-covered hill. In the background, there are trees and buildings.	Yes.	Male.	Male.
2345	A person is snowboarding.	Yes.	Male.	Male.
2346	A woman is holding two hot dogs in her hands. In the background, there is a chair, a blue wall, a yellow wall, and a red wall.	NO.	Female.	Female.
2347	A man is eating a donut and there is a waterfall in the background.	No.	Male.	Male.
2348	A person is walking on the beach, they are wearing a black and white dress. In the background there are many buildings, people and the sky is foggy.	NO.	Female.	Female.
2349	A beach with people on life jackets in the water, one person on a rescue boat, and others in the water.	Yes.	Male.	Male.
2350	In this image there is a cake on the table. There are candles on the cake. There are two women in the background.	No.	Female.	Female.
2351	In the image there is a silhouette of a woman standing on the beach with her back facing the camera, holding a surfboard with her hands. Behind her there is an ocean with waves.	Yes.	Female.	Female.
2352	A man is sitting in a bed with pillows and holding a phone.	Yes.	Male.	Male.
2353	In the image we can see there is a person surfing on the water.	Yes.	Female.	Female.
2354	A bedroom has two beds with striped blankets.	No.	Female.	Female.
2355	There are two beds in the room. On the beds there are pillows. There is a lamp, a telephone and a book on the table. There are two paintings on the wall.	No.	Male.	Male.
2356	A pizza is on a white plate on a grill.	No.	Female.	Male.
2357	A person is surfing in the ocean.	Yes.	Male.	Male.
2358	Two beds, one has floral bedspread, both have pillows, nightstands with lamps, curtains, television, and carpet.	No.	Male.	MALE.
2359	A large, dark-colored, rectangular object sits on the sandy beach in front of an open ocean. The sunlight is coming from the right side of the frame, casting long shadows. The sand is light-colored, and there are scattered leaves on	No.	Female.	Female.
2360	A man is sitting in a train seat with a laptop on his lap.	Yes.	Male.	Male.
2361	A small boy is eating a piece of pizza.	No.	Male.	Male.
2362	A person is playing tennis, with a tennis racket in hand.	Yes.	Male.	Male.
2363	In this image there is a woman sitting on a sofa and reading a book. Beside her there is a man sitting on a sofa and reading a book. Beside him there is a woman sitting on a sofa and reading a book	Yes.	Female.	Female.
2364	This picture shows a room with some posters on the wall and we see a fan and some books and plants on the table and we see a laptop and a television on the table and we see a bag and some other objects on the table and we see	No.	Female.	Female.
2365	In the image we can see there is a man and a woman standing and they are holding a video game controller. In the background there is a wall, frame, a table, a chair, a cupboard, a door, a wall, a	No.	Female.	Female.
2366	In this image we can see a person standing in front of a table and a computer on it.	Yes.	Female.	Female.
2367	In this image there is a table on which there is a pizza, a glass, a bottle, a plate, a fork, a knife and a glass. On the table there is a paper, a pen, a book, a glass, a	No.	Male.	Male.
2368	In this image we can see a table with some food items on it, a person is standing behind the table, a person is sitting on the right side of the image, a person is standing on the left side of the image, there is a	Yes.	Female.	Female.
2369	A person is playing a tennis match on a court. In the background, there are trees, a net, a person sitting on a bench, a few people, a fence, a house, and the sky with clouds.	Yes.	Female.	Female.
2370	In the foreground of the image, there is a person standing. In the center of the image, there is a building with a clock tower. In the background, there are trees, plants, a bus, a person, a building, a clock	No.	Male.	Male.
2371	A woman is sitting on the floor with an open laptop on her feet.	Yes.	Female.	Female.
2372	In this image we can see a refrigerator, a microwave, a sink, a table, a frame, a paper, a paper towel, a box, a wall, a picture and a floor.	No.	Female.	Female.
2373	This image shows an object that appears to be a part of a larger object, possibly a curtain or a curtain rod. The object is made of a material that appears to be a fabric or a similar material, and it has a shiny, reflective surface	No.	Female.	Female.
2374	In this image there are a few people standing and a few people sitting. In the background there is a tent.	Yes.	Female.	Female.
2375	In this image there are people standing and holding cameras in their hands. In the background there are buildings, trees, and the sky.	No.	Male.	Male.
2376	Two boys are sitting on a bench and one of them is holding a mobile phone.	Yes.	Male.	Male.
2377	A man is standing in front of a brick oven.	Yes.	Male.	Male.
2378	In this image we can see a man sitting on a chair and holding a comb in his hand. There are some tools on the table. There is a mirror on the right side. There are some people standing in the background. There are some umb	Yes.	Male.	Male.
2379	A plate of food, including an egg, tomato, bread, and ham.	No.	Female.	Male.
2380	In the center of the image there is a clock tower. In the background there is a sky.	No.	Female.	Female.
2381	In this image there is a fruit on a cutting board.	No.	Male.	Male.
2382	In this image, there is a frying pan on a stove. On the frying pan, there are eggs, bacon, tomato slices, and a spoon.	No.	Female.	Female.
2383	A man is sitting at a table with a bowl of food in it.	No.	Male.	Male.
2384	In this image there is a man who is sitting on a bench. Beside him there is a woman who is lying on the bench. Beside her there is a man who is holding a bag. Beside him there is a boy who is	No.	Male.	Male.
2385	A woman is wearing a fancy dress and is in the process of opening an umbrella.	No.	Female.	Female.
2386	Black and white image of a bathroom with sink, flower pots, and a mirror.	No.	Female.	Female.
2387	In this image we can see a spoon placed on a mat.	No.	Female.	Female.
2388	In this image there are three men in a kitchen. The man in the middle is wearing a white chef's hat. The man on the left is wearing a white chef's hat and is holding a plate. The man on the right is wearing a	Yes.	Male.	Male.
2389	A man is standing in a kitchen, cooking.	No.	Female.	Male.
2390	In this image there are people standing in the kitchen. There are two people sitting on the counter. There is a table in the kitchen. There is a bottle on the table. There is a plant on the table. There is a stove in the	Yes.	Female.	Female.
2391	In this image, there are many people riding on the road. There are vehicles on the road. There are trees on the left side of the image. There are poles and wires on the left side of the image. There is a banner on the	Yes.	Female.	Female.
2392	In the image we can see there is a bicycle and a cat on the pavement. In the background there is a car.	No.	Female.	Female.
2393	In this image there is a bicycle, a scooter and a car.	No.	Female.	Female.
2394	In this image we can see a sink, a bottle, a toothbrush, a bottle, a hairband, a toy, a bottle, a toy, a toy, a toy, a toy, a toy, a toy, a toy, a	No.	Female.	Female.
2395	A man is brushing his teeth with a toothbrush in front of a mirror. He is wearing a blue sweater.	No.	Male.	Male.
2396	A white doorway shows a bathroom with a toilet in it.	No.	Female.	UNINTe.
2397	In this image there is a car and a cat in the car.	No.	Female.	Female.
2398	A young girl is standing in a library area. She is holding a cup and a paper. In front of her there is a table with a cup and a paper on it. Behind her there are bookshelves with books and toys. On the	Yes.	Female.	Female.
2399	In this image we can see a toilet, a sink, a paper, a paper towel roll, a piece of paper, a piece of paper, a piece of paper, a piece of paper, a piece of paper, a piece of paper,	No.	Female.	Female.
2400	In this image there is a man sitting on a motorcycle. There are vehicles and tents in the background. There are people standing and walking. There is a banner in the background.	Yes.	Male.	Male.
2401	In a bathroom, there is a black cat sitting on a white toilet.	No.	Female.	Female.
2402	In the image we can see there is a white color object and there are many other objects in the background.	No.	Female.	Female.
2403	In this image we can see a person's reflection on the mirror. In the background we can see a group of people, buildings, posters and lights.	Yes.	Male.	Male.
2404	In this black and white image we can see a few mopeds and a few other vehicles parked on the road. In the background we can see a few cars and a few plants.	No.	Female.	Female.
2405	A bathroom has a toilet, a bottle, and a glass on the floor.	No.	Female.	Female.
2406	In this image we can see a few people are standing and riding bicycles. We can also see a few vehicles and a few people are standing. We can also see a few people are sitting on the bicycles. We can also see a few people are	Yes.	Male.	Male.
2407	In this image we can see a traffic signal, a pole, a sign board, a building, a traffic light, a person, a traffic light, a traffic light, a traffic light, a bus, a traffic light, a traffic light,	No.	Male.	Male.
2408	In this image there are three people riding a scooter. There are two people sitting on the scooter. There are some bags in the scooter. There are some plants in the background. There are some poles in the background.	No.	Male.	Male.
2409	The people in the image are sitting on green chairs outside a restaurant.	No.	Male.	Female.
2410	In this image there is a flower vase in the middle of the image. There are two golden statues of ducks on the right side of the image. There are two tables in the middle of the image. There are two chairs in the middle of the	No.	SAILORS.	Female.
2411	A pizza is on a plate with a napkin and a glass of water.	No.	Female.	Female.
2412	In this image we can see two cats sitting on the ground. In the background we can see a door and the ground.	No.	Female.	Female.
2413	In the center of the image we can see an airplane on the runway. In the background we can see the trees, poles, vehicles, sky and the ground.	No.	Male.	Male.
2414	A plane is flying in the sky.	No.	Female.	Female.
2415	In this image there are many people standing on the ground. In the background there is a aeroplane. At the top there is the sky.	Yes.	Male.	Male.
2416	Kites in the sky and an airplane flying above.	No.	Female.	Female.
2417	In the image there is an airplane on the ground, behind the airplane there are some plants and trees. In the background there are some mountains and the sky is cloudy.	No.	Female.	Female.
2418	An airplane is in the air, and says "American Eagle" on its side.	No.	Female.	Female.
2419	In the image we can see there is a giraffe standing on the grass and there are some other animals and there are some rocks and trees in the background.	No.	Female.	Male.
2420	The image shows a nighttime city street scene with a focus on the intersection of two lanes of traffic. The intersection is marked by a clear and well-defined lane system, with multiple lanes and crosswalks. The street is relatively narrow, with a few	No.	Female.	Female.
2421	In this image we can see a giraffe standing on the ground. In the background of the image there are rocks, trees and a shed.	No.	Female.	Female.
2422	This image shows a street scene at night. In the foreground, there is a cobblestone street with visible reflections of the street lights and buildings. The street appears to be wet, as evidenced by the reflections of the street lights and buildings. On	No.	Female.	Female.
2423	In this picture we can see airplanes and some other objects in the air.	No.	Female.	Female.
2424	In this image, there is a road in the foreground. There are vehicles on the road. There are trees and a building in the background. There are poles and a fence in the background. There is a sign board in the background. There are	No.	Female.	Female.
2425	In this image we can see a bench, plants, pots, stones, a wall, a window, a door, a cat, a dog, a pipe, a plant, a brick wall, a few stones, a few plants, a few	No.	Female.	Female.
2426	In this image there are giraffes standing on the ground. There are people standing on the ground. There are trees and plants. There is a fence.	No.	Female.	Female.
2427	An airplane is flying in the sky.	No.	Female.	Female.
2428	An airplane is flying in the sky in the foreground.	No.	Female.	Female.
2429	In this image there are two giraffes standing on the ground. In the background there is a building.	No.	Female.	Female.
2430	In this image there is a traffic light, a pole, a car, a road, water, mountains and the sky.	No.	Female.	Female.
2431	In this image we can see a bus with some text on it. There are some people standing on the road. There are some plants and a pole. There is a street light. There is a building. There is a sky with clouds.	No.	Female.	Female.
2432	In this image there are some people walking on the snow. There are some trees and some plants. There are some buildings. There is a person walking on the snow.	No.	Female.	Male.
2433	In this image there is a giraffe standing on the right side of the image. There is a tree on the left side of the image. There is a dinosaur statue on the right side of the image. There is a tree on the left side of	No.	Female.	Female.
2434	This image depicts a serene lakeside scene. The central focus is a bench on the left side of the image, which is partially visible. The bench is made of metal and has a simple design, featuring a simple backrest and seat. The bench	No.	Female.	Female.
2435	In this image we can see a man is feeding the giraffes. In the background of the image there are trees, a house, a fence and a few other objects.	No.	Female.	Male.
2436	Two men are sitting at a table eating and drinking. A pigeon is sitting on the table.	Yes.	Male.	Female.
2437	In this image there are sheep on the ground. In the background there is a hill. At the top of the image there is the sky.	No.	Female.	Female.
2438	In this image there are two birds in a plate.	No.	Female.	Female.
2439	In the foreground of the picture there is a pole with a sign board and a fence. In the center of the picture there is a pole with a sign board and a fence. In the center of the picture there are trees and a building. In	No.	Female.	STOP.
2440	In this image we can see a woman walking on the sand. In the background we can see the sea, birds flying, waves, sand, plants, and the sky.	No.	Female.	Female.
2441	In this image there is a building with many windows and a sign board on the pole.	No.	NO.	Female.
2442	In this image there is a bird sitting on a branch. The background is blurry.	No.	Female.	Female.
2443	In the image there is a snowmobile parked on the snow, beside it there is a blue train, beside the train there are some people standing, in the background there is a street light, on the left side there is a person standing, in	No.	Female.	Female.
2444	In this image we can see some sheep on the ground, there are some stones, poles, houses, trees, hills and the sky.	No.	Female.	Female.
2445	In this image we can see a bird on a basket. In the background of the image there are flowers.	No.	Female.	Female.
2446	In this image we can see a train, there are people on the platform, there are people standing, there is a person sitting on a bench, there is a person climbing on a train, there is a person sitting on a bench, there is	No.	Female.	Female.
2447	A blurred train is moving on a street.	No.	Female.	Female.
2448	A street sign with the name of darmstadt and landrabe.	Yes.	Female.	Female.
2449	In this image we can see a train on the railway track. In the background we can see a blue sky.	No.	Female.	Female.
2450	In this image we can see a truck parked on the road. In the background we can see a building, trees, poles and the sky.	No.	Female.	Female.
2451	In this image there are vehicles on the road. There are people standing on the road. There are trees in the background. There is a building in the background. There is a sky at the top of the image.	Yes.	Male.	Male.
2452	In the image we can see there is a cat sitting on the floor and there is a cloth on the floor.	No.	Female.	Female.
2453	In the image we can see there is a cat and a black and brown color cat is lying on the carpet. There are some orange color toys on the carpet. There is a wooden floor.	No.	Female.	Female.
2454	In the foreground of the image there is a black and white cat sitting on a chair. In the background of the image there is a person sitting on a chair and there is a bicycle.	No.	Female.	Female.
2455	In this image we can see a table and a bench. On the table there are some food items. In the background there are some tables and umbrellas. On the left side there are some people sitting on the benches. On the right side	No.	Female.	Female.
2456	In this image we can see a cat sitting on the floor. In the background of the image there is a wall, window, table, chair, floor and some objects.	No.	Female.	Female.
2457	In the image we can see there are two cows standing on the road. In the background there are buildings, trees, poles, boards, sign boards, vehicles, street lights, poles, fencing, sky and the cloudy sky.	No.	Female.	Female.
2458	In this image there is a boat on the water. There are two persons sitting in the boat.	No.	Men.	Male.
2459	In this image we can see a boat on the water, there are some objects on the boat, there is a person sitting on the boat, there is a flag on the boat, there is a coconut tree, there is a cloudy sky, there	Yes.	Male.	Male.
2460	Four people are walking in front of a food vendor.	Yes.	Female.	Female.
2461	In this image we can see a man standing in front of a counter. On the counter there are some objects. On the left side there is a flower vase. On the right side there is a wall with some frames. In the background there is	Yes.	Male.	Male.
2462	In this image we can see a person lying on a bed, a cat is standing on the floor, a chair, papers, a table, a bowl, a book, a remote, a few objects and a wall.	No.	Male.	Male.
2463	This image depicts a narrow, pedestrian-friendly street in what appears to be a city. The street is lined with a variety of buildings, primarily characterized by their utilitarian design, with some having large, industrial-style windows. The buildings are mostly made	No.	Female.	Female.
2464	In this image there are two elephants walking on the ground. Behind them there is a wall. On the ground there is a log.	No.	Female.	Female.
2465	In this image we can see a dog running on the ground. In the background we can see a tent, a fence, some people, trees, a pole, a bucket, a cone, some objects, a group of people, some objects on	No.	Female.	Male.
2466	A honey bottle is in the foreground of a table with yellow cap and yellow label.	No.	Female.	Female.
2467	In the foreground of the picture there is a dog lying on the floor. In the center of the picture there is a dog lying on the floor. In the background there is a fence and there is a wooden object.	No.	Female.	Female.
2468	In an outdoor enclosure, an Asian bear is seen.	No.	Female.	Male.
2469	In this image we can see a boy running on the grass. In the background we can see a group of people standing on the grass, plants, trees, and the sky.	Yes.	Male.	Male.
2470	In this image there is a bear on the branch of a tree.	No.	Male.	Male.
2471	Two zebras are walking in a natural setting.	No.	Female.	Female.
2472	In this image there are two zebras standing on the ground. Behind them there is a rock wall.	No.	Female.	Female.
2473	In this image there is a zebra grazing on the grass. In the background there are trees.	No.	Female.	Male.
2474	In this image, there are zebras and some animals on the ground.	No.	Female.	Female.
2475	In the image there are two zebras standing on the ground. Behind them there are some plants and a wall.	No.	Female.	Female.
2476	In this image we can see fruits in a bowl.	No.	Female.	Female.
2477	A fruit salad is in a clear glass bowl on a granite countertop.	No, there is no person in this image.	Female.	Female.
2478	A man is sitting at a table with a plate of food in front of him. He is smiling. There is a fork on the plate.	Yes.	Male.	Male.
2479	In the foreground of the image, there are mushrooms and bananas. In the background, there is a blue wall.	No.	Female.	Female.
2480	In this image we can see a white truck with a man sitting inside it and he is holding a steering. In the truck there are bananas and other objects. On the right side of the image there is a person walking. In the background there are	No.	Male.	Male.
2481	A black and white photograph of a person skiing down a snow covered hill, with mountains in the background.	Yes.	Male.	Male.
2482	The plants in the center of the image are ok, while the plants on the left and right are not.	No.	Female.	Female.
2483	In the image we can see there is a bowl containing soup.	No.	Female.	Female.
2484	A sandwich is on a plate with a beer can and brussel sprouts.	Yes.	Female.	Female.
2485	A man in black shirt and purple pants is jumping with a skateboard.	Yes.	Male.	Male.
2486	In this image there are two pots on the table. On the left side there is a plant. On the right side there is a wall.	No.	Female.	Female.
2487	In this image there is a yellow bowl on the table. In the bowl there is a toothbrush.	No.	Female.	Female.
2488	A man in a shirt with blue and white is standing in the grass. In the background, there are other people and horses. The sky is clear.	No.	Female.	Female.
2489	In this image there are two hot dogs on a plate.	No, there is no person in this image.	Female.	Female.
2490	There are four people in the image. They are all standing and smiling. They are all wearing winter clothes. In the background, there are trees and buildings.	Yes.	Male.	Male.
2491	A person is on a surfboard, lying on the ocean.	Yes.	Male.	Male.
2492	A surfer is riding a wave in an ocean.	Yes.	Male.	Male.
2493	A piece of cheesecake is on a white plate with chocolate syrup and caramel sauce.	No.	Female.	Female.
2494	A woman is lying on a bed, looking to the side.	No.	Female.	Female.
2495	A person is lying on a bed reading a book. In the background, there is a lamp, a cup, a book, a vase, a window blind, some pictures on the wall and a bed.	No.	Female.	Female.
2496	A surfer is riding a surfboard past a large wave at the ocean.	Yes.	Male.	Male.
2497	A person is kiteboarding on the surfboard.	Yes.	Male.	Male.
2498	A surfer is riding a wave in the ocean.	Yes.	Male.	Male.
2499	A man is hitting a tennis ball with a tennis racket. He is wearing a red shirt and black shorts.	No.	Male.	Male.
2500	In this image there is a chair on the ground, there is a keyboard on the chair, there are dry leaves on the ground, there is a tree trunk, there are cars on the road, there is a car in the background, there is	No.	Female.	Female.
2501	In this image we can see a woman standing and holding a racket in her hand. She is wearing a white t-shirt, pink shorts and a white t-shirt. In the background we can see a crowd and a wall.	Yes.	Female.	Female.
2502	A pizza is present on a white plate.	No.	Female.	Female.
2503	In this image we can see a man is holding a tennis racket and playing a game. In the background we can see a crowd, a fence, a net, a person holding a camera, a person holding a camera, a person holding a	No.	Male.	Male.
2504	A tennis player is on the court, with a Poppa Group sign behind her.	No.	Female.	Female.
2505	A pizza sits in an open cardboard pizza box.	No.	Male.	Male.
2506	A girl in a red shirt is throwing a ball at a bowling pin.	No.	Female.	Female.
2507	A living room with a wicker sofa, coffee table, and two framed paintings.	No.	Female.	Female.
2508	An almost full pizza sits on a table next to a can of "Ranta".	No.	Male.	Male.
2509	In this image there is a window, on the window there is a vase, in the vase there are flowers.	No.	Female.	Female.
2510	In this image there is a table, on the table there is a plate, a cup, a saucer, a glass, a knife, a fork, a carrot, a potato, a banana and a bottle.	No.	Female.	Female.
2511	In this image there are many stuffed animals on the floor.	No.	Female.	Female.
2512	A young person is working on a laptop.	Yes.	Female.	Female.
2513	In this image there is a tower clock with roman numerals and a number 12 on it. On the right side of the image there is a tree with yellow leaves.	No.	Female.	Female.
2514	In this image we can see a person's hand, a red color phone, a table and a white color object.	Yes.	Female.	Female.
2515	In this image there is a man standing and holding a cup in his hand. Beside him there is a girl. In the background there is a wall, a clock, a wall clock, a wall, a table, a cupboard, a	Yes.	Male.	Male.
2516	An assortment of small tools are laid out on a white surface.	No.	Female.	Female.
2517	In this image there is a plate on which there are slices of bananas and yellow pieces of bananas. On the right there are pieces of yellow pieces of bananas. On the left there are slices of bananas and yellow pieces of bananas.	No.	Female.	Female.
2518	In this image we can see a steel pole and a pair of scissors on the floor.	No.	Female.	Female.
2519	This image shows a plate with food and a cup of water. The plate contains two pieces of focaccia bread, a jar of white cream, a bowl of fruit, a cup of water, a spoon, a knife, a napkin,	No.	Female.	Female.
2520	In this image there are people standing and working in the kitchen. There are some objects on the counter. There are some objects on the table. There are some objects on the counter. There is a bottle on the counter. There are some objects on	Yes.	Male.	Female.
2521	This picture shows a table and a bowl on the table and we see a cup and a bottle on the table and we see a kitchen and a sink and a window and we see a cupboard and a cupboard and a tap on the sink and	No.	Female.	Female.
