index	prompt1	prompt2	prompt3	prompt4
3257	Two men are sitting on a blue surfboard in front of a rocky beach.	No.	Male.	Male.
3258	A person is sitting at a table with a pizza on it.	No.	Male.	Male.
3259	A man and a woman are eating pizza in a restaurant.	No.	Male.	Male.
3260	A simple, bright, and clean bedroom has a wooden bed with two matching pillows and a silver frame.	No.	Female.	Female.
3261	There is a white and orange-colored wardrobe in the image.	No.	Female.	Female.
3262	This is a picture of a room with a chair, a table, a clock, a wall with a painting and some other objects.	No.	Female.	Female.
3263	A woman is playing tennis.	Yes.	Female.	Female.
3264	A woman is playing tennis and her shirt says "University of" on it.	Yes.	Female.	Female.
3265	There is a desk in the center of the image. There are two chairs in front of the desk. There is a computer on the desk. There is a lamp on the desk. There is a chair in front of the desk. There is a	No.	Female.	Female.
3266	A black and white photograph shows a woman holding a tennis racket. She is wearing a light-colored dress and a dark-colored long-sleeved shirt. The tennis racket she is holding is in her right hand. In the background	Yes.	Female.	Female.
3267	A man is walking on a tennis court holding a tennis racket. In the background, there are banners with the logo of a tennis court.	No.	Male.	Male.
3268	In this image, there is a tennis player on a tennis court. The player is wearing a green shirt and a white skirt. The tennis ball is on the ground. In the background, there are many people sitting in the stands. There are also	Yes.	Female.	Female.
3269	In the image there is a girl who is brushing her teeth. She is wearing a white color t-shirt. The background of the image is blurred.	Yes.	Female.	Female.
3270	A black and white image shows a young boy holding an electronic device, which looks like a video game controller. The boy is looking at the device, possibly at someone or something off-camera. The device is white and has a button on the front	Yes.	Male.	Male.
3271	Room with chairs and a table.	No.	Female.	Female.
3272	In the foreground of this image, there is a keyboard on a desk, and a monitor with a map screen.	No.	Female.	Female.
3273	In this image there is a desk with monitors, keyboard, mouse, speakers, cables, and a speaker stand.	No.	Female.	Female.
3274	A clock tower is in the middle of the image.	No.	Female.	Female.
3275	In this image we can see a group of people, vehicles, buildings, flags, poles, trees, grass, and the sky.	No.	Female.	Female.
3276	In the image there is a person flying a kite in the ocean.	No.	Female.	Male.
3277	In this image we can see a man holding a kite in his hand. In the background we can see a group of people standing, a tent, a few people sitting on chairs, a few people standing, a few trees, a building, a	Yes.	Female.	Male.
3278	In this image we can see a man standing near a table. On the table we can see a kite. In the background we can see a banner, a wall, a curtain, a table, a bag, a bag, a cloth, a	Yes.	Male.	Male.
3279	In this image we can see a building with red color roof and many flags. We can also see a butterfly kite with colorful colors and many people standing on the ground. In the background we can see the sky.	No.	Female.	Female.
3280	In this image we can see a clock tower, a building, a board with text, a group of people, a traffic signal, a pole with a sign, a group of cars, a building with windows, a board with text, a group	No.	Female.	Male.
3281	In this image we can see a train on the railway track, there are some people sitting on the bench, there is a clock on the wall, there are some plants, there is a board with some text on it, there is a pole,	Yes.	Female.	Male.
3282	In this image we can see a few buildings, there are a few people standing on the road, there are a few vehicles, there are some flowers, there is a clock tower, there are some plants, there is a building with a name,	No.	Female.	Female.
3283	In this image there is a clock in a glass box. In the background there are persons and a wall.	Yes.	Male.	Male.
3284	This image features a clock on a building, which appears to be in a dark environment. The clock is set to 10:10, and the time is currently displayed as 10:10. The building is modern, with	No.	Female.	Female.
3285	In this image there is a table on which there is a flower vase. There are two black chairs. There are plants.	No.	Female.	Female.
3286	In this image we can see a person holding scissors and a white shirt.	No.	Male.	Male.
3287	A black and white photo shows a small girl in a white dress standing on grass holding a teddy bear. In the background, there is a small wagon and some trees.	No.	Female.	Female.
3288	In this image we can see a toy of teddy bears.	No.	Female.	Female.
3289	Breakfast consists of eggs, ham, bacon, and a salad.	No.	Female.	Female.
3290	Food and beverage is served on plate at dining table.	No.	Female.	Female.
3291	In this image there are many people sitting around the table. On the table there are plates, glasses, forks, knives, food items, plates, forks, spoons, plates, forks, knives, plates, glasses, spoons, plates, forks,	No.	Female.	Female.
3292	In this image we can see a table with many plates on it, some of them are filled with food, a woman standing in the background is holding a cake, a door, a chair and a wall.	No.	Female.	Female.
3293	In this image there is a table on which there are two glasses, a person is holding a glass in his hand, there is a person in the background, there are bottles in the shelves, there is a person in the background, there is a	No.	Female.	Female.
3294	In this image there is a person walking on the snow. In the background there are trees and mountains. At the top there is the sky.	Yes.	Female.	Male.
3295	In the kitchen there is a white refrigerator and a white stove. In the background there is a door and a white basket.	No.	Female.	Female.
3296	In this image we can see a few objects on the table. We can also see a kettle, bowls, jars, a few objects on the table. We can also see the wall, lights, doors, and the ceiling.	No.	Female.	Female.
3297	A bathroom has a sink and a bathtub.	No, there is no person in this image.	NO.	Female.
3298	In this image there is a person riding a bicycle on the rocky surface. In the background there is an ocean.	Yes.	Male.	Male.
3299	A bathroom has a white ceramic sink, a white toilet, and a white bathtub.	No.	Female.	Female.
3300	In this image there is a bathroom with a toilet, a shower, a towel rack and a towel.	No.	WOMEN.	Female.
3301	In this image there are two white bowls placed on a white counter top. There are two white towels placed on the right side of the image. There is a mirror placed on the left side of the image.	No.	Neither.	Female.
3302	Bathroom.	No.	Female.	Female.
3303	In the image we can see there is a vehicle which is in the shape of a bike and there is a dog standing on the ground. In the background there are trees and there is a vehicle which is in the shape of a bike.	No.	NO.	NO.
3304	In the image we can see there are people riding the scooters and there are vehicles on the road.	Yes.	Female.	Female.
3305	The image is divided into two parts, each containing a different scene.  ### Left Side: - **Toilet**:   - **Color**: White   - **Position**: Uphill   - **Function**: Toilets are used	No.	Female.	Female.
3306	In the image there is a cat sitting in a bowl on a table. Behind the cat there are sofas and bookshelves.	No.	Female.	Female.
3307	In this image there is a bread with meat and cheese on it.	No.	Female.	Female.
3308	In this image we can see a lot of vehicles on the road. In the background we can see a house, trees, a board, a pole, a vehicle, a board, a building, water, the sky and the clouds.	Yes.	Female.	SIDE.
3309	A cat is sitting on a wooden floor in front of a brick wall.	No.	Female.	Female.
3310	This image shows a bus or a train with multiple seats arranged in rows. The seats are predominantly black with some yellow accents, and the seats are arranged in a somewhat orderly manner. The seats are equipped with headrests, which are visible in the	No.	Female.	Female.
3311	In this image we can see a television on a table, a photo frame on the wall, a lamp, a chair, a window with curtains, a bed, a chair and a table.	No.	Female.	Female.
3312	In this image we can see an airplane flying in the sky. In the background we can see the sky, trees and a pole.	No.	Female.	Male.
3313	In this image we can see a person standing on the wooden platform and a plane on the water. In the background we can see the sky with clouds.	Yes.	Female.	Female.
3314	In this image I can see vehicles on the road and I can see a bridge and I can see trees and the sky.	Yes.	Female.	Male.
3315	In the foreground of the picture there is an aeroplane on the runway. In the background there is a city and a building. At the bottom there is grass.	No.	Female.	Female.
3316	In this image we can see a few vehicles on the road, there are some trees, a traffic signal, a sign board, a traffic light, a road divider, a few poles, a sign board, a road, a few trees and	No.	Male.	Male.
3317	In this image we can see a giraffe. In the background of the image there are trees.	No.	Female.	Female.
3318	In this image there is a pole with some posters on it. There are cars on the road. There are people walking on the footpath. There is a tower in the background. There are clouds in the sky.	Yes.	WOMEN.	WOMEN.
3319	In this image there are three persons sitting on a chair. In the middle of the image there is a plate with food item. On the left side of the image there is a person holding a spoon. On the right side of the image there is	No.	Female.	Female.
3320	A red and white bus is on the snow, a person is walking beside it.	Yes.	Female.	Male.
3321	A park scene shows a wooden bench on a grassy area near a body of water and a distant mountain range.	No.	Female.	Female.
3322	In this image we can see a bus on the road, there are people walking on the footpath, there are buildings, there are lights, there are railings, there are vehicles, there are people, there are poles, there are boards,	No.	Male.	Male.
3323	In this image we can see a bus on the road. In the background we can see a person walking on the road, trees, buildings, sky and the clouds.	Yes.	Male.	Male.
3324	In this image I can see a giraffe standing on the ground and eating leaves of a tree. In the background I can see few trees and the sky.	No.	Female.	Female.
3325	In this image there is a hydrant on the road. In the background there are buildings, trees, street lights and vehicles.	No.	Female.	Female.
3326	A white bird is standing in the ocean, reflection visible in the water.	No.	Female.	Female.
3327	In this image we can see a bird standing on the sand. The background of the image is blurred.	No.	Female.	Female.
3328	A photograph of a building with a sign that says "System Street".	No.	Female.	Female.
3329	In this image there are three birds on a branch.	No.	Female.	Female.
3330	Two people are sitting on a bench near a pier. They are looking at a plane. Birds are around them.	No.	Female.	Female.
3331	A baseball player named PEN is about to hit the ball with a bat. He is wearing a blue jersey with white shorts and a blue cap. He is crouched down and hitting the ball with the bat. Behind him, there is	NO.	Male.	Male.
3332	In this image we can see two sheep eating grass.	No.	Female.	Female.
3333	In this image we can see birds on the wooden object and in the background we can see trees.	No.	Male.	Male.
3334	In this image we can see trains on the railway tracks. In the background there are buildings, electric poles, wires and the sky.	No.	Female.	Female.
3335	In this image we can see birds on the wooden platform. In the background we can see trees.	No.	Male.	Male.
3336	In this image we can see two birds sitting on the railing. In the background we can see the trees and the sky.	No.	Male.	Male.
3337	In the foreground of the picture there is a cat, apples and a wooden fence. In the background there are plants, trees and the sky.	No.	Female.	Female.
3338	In this image there are buildings, poles, traffic signals, boards, traffic lights, vehicles, people, bicycles, a truck, a signboard, a flag, a building, a signboard, a tree, a pole, a sign, a	No.	Male.	Male.
3339	An aerial view of an intersection at night. Here is a view of the intersection with a road and street signs.	No.	Female.	Male.
3340	A stop sign is visible in the middle of the image, over a sidewalk. The sign is covered with vines and is placed on a tall post. The sidewalk is on the right side of the image, while the road is on the left side.	No.	Female.	Female.
3341	In the picture we can see a statue of a cow with different colored lines on it and beside it we can see a car and a person walking and behind it we can see a group of people standing and a car parked on the road and behind it	No.	Male.	Male.
3342	In this image there is a vehicle on the grass. There are people standing on the grass. There are flags and trees in the background. There is a flag in the background. There is a sky with clouds in the background.	NO.	Male.	Male.
3343	In this image there is a cat in front of the television. Behind the cat there are toys, a person, a television, a wall, a door and a few other objects.	Yes.	Female.	Female.
3344	In this image we can see a cow. In the background of the image there is a building and trees.	No.	Female.	Male.
3345	In this image we can see elephants in the water. There are two persons standing on the elephants. There are trees in the background.	Yes.	Male.	Male.
3346	This image depicts a harbor scene at night, likely during a day when the moon is visible in the sky. The primary focus is on a group of fishing boats docked along a pier or dock. The boats are of various sizes and colors, indicating	No.	Female.	Female.
3347	A beautiful day with a beautiful ocean and a beautiful sky. In the foreground, there is a large body of water, which looks like a lake or a sea. In the middle of the image, there is a boat on the water. On the	No.	Female.	Male.
3348	In this image we can see boats on the water. In the background we can see buildings, trees, bridge, sky and clouds.	No.	Female.	Female.
3349	A large marina with several boats, ships and a few boats docked.	No.	Female.	Female.
3350	In this image we can see a black suitcase, a bag, a box, a photo frame, a wall, a roof and a few other objects.	No, there is no person in this image.	Female.	Female.
3351	In this image there is a man sitting on the floor. There are bags on the floor. There are people standing. There are cars on the road. There are bags on the floor. There is a board with some text on it.	No.	Female.	Female.
3352	In the center of the image there are three suitcases stacked on top of each other. In the background of the image there is a wall with a photo frame on it.	No.	Female.	Female.
3353	In this image there are boats on the water. In the background there is a hill and the sky.	No.	Female.	Male.
3354	In this image we can see statues, a box, a bag, a person holding a book, a person holding a book, a person holding a book, a person holding a book, a person holding a book, a person holding a book,	No.	Female.	Female.
3355	In the image we can see there is a suitcase and some packets are placed in it.	No.	Female.	Female.
3356	In this image there are buildings, poles, lights, boards, street lights, vehicles, people, bicycles, sign boards, and a road.	No.	Female.	Female.
3357	In this image there is a person standing in the middle of the image, there is an umbrella in the middle of the image, there is a building in the middle of the image, there is a church in the middle of the image, there is	No.	Male.	Male.
3358	In this image there is a person who is wearing a green jacket, black pants and a black helmet. He is holding a blue stick in his hands. Beside him there is a dog who is standing on the snow. In the background there is	No.	Female.	Female.
3359	In this image there are people sitting on benches and there are people sitting on benches. There are people sitting on benches. There are people sitting on benches. There are people sitting on benches. There are people sitting on benches. There are people sitting on	No.	Male.	Male.
3360	In this image we can see a dog sitting on the ground. In the background of the image there is a house, a table, a chair, a plant, a tree and the sky.	No.	Female.	Female.
3361	This image consists of a tree with branches and leaves.	No.	Female.	Female.
3362	In the image we can see a polar bear sitting on the ground. In the background we can see rocks, plants, trees, fencing, poles, and the sky.	No.	Female.	Male.
3363	In this image we can see a bear standing in the water. In the background we can see the trees, grass, rocks, branches and the sky.	No.	Male.	Male.
3364	In this image we can see a dog.	No.	Female.	Female.
3365	A black dog is laying on a couch. In the background, there is a table with a lamp on it.	No.	Female.	Female.
3366	A man is crouching near a body of water, holding a blue frisbee in his right hand. The background shows a body of water, dry grass, and some dried leaves.	No.	Male.	Male.
3367	In this image we can see a zebra standing on the ground. In the background there are trees.	No.	Female.	Female.
3368	In this image we can see a cow, chairs, table, bucket, people, plants, trees, and a shed.	No.	Female.	Female.
3369	In this image we can see two zebras and two animals grazing in the grass.	No.	Female.	Female.
3370	In this image there is a horse in a mirror. In the background there is a fence, trees, a hill and the sky.	No.	Female.	Female.
3371	A baseball game is underway, and Mark Eward is playing.	EVER GATIS.	Male.	Male.
3372	A small boy is holding a ball in his right hand. He is standing in a house. There is a couch in the right corner. There are photo frames on the wall.	Yes.	Boy.	Boy.
3373	An image of a baseball player wearing a glove and a protective vest is captured as he runs down the field. The player is wearing a white jersey with blue sleeves and black pants. He has a black helmet with a padded face mask. The player	Yes.	Male.	Male.
3374	A person is taking a photo of a mountain.	Yes.	Female.	Female.
3375	In this image we can see a plate with food items.	No.	Female.	Female.
3376	A skier is airborne in the air, with skis and poles. He is wearing a green jacket, black pants, and white and black skis. The background is a mountain covered in trees. The sky is overcast.	Yes.	Female.	Female.
3377	In the foreground of this image, there is a bouquet of vegetables, a card with some text, and some oranges.	No.	Female.	Female.
3378	In this image there is a baseball player who is swinging the bat. In the background there is a person who is wearing a helmet and a black jacket.	Yes.	Male.	Male.
3379	In this image we can see a clock placed on the wooden surface. In the background there is a plant and a book.	No.	Male.	Male.
3380	A skier is in the middle of a snowy slope with other people.	SHOCK.	Male.	Male.
3381	A person is doing a trick on a skateboard in the air. They are wearing a white shirt and black shorts. In the background, there is a building with a door and a window. There is a bench and a person sitting on it.	No.	Male.	Male.
3382	In the image there are two sandwiches in a blue tray, beside the sandwiches there is a cup with a drink in it, beside the cup there is a fork and a spoon. Beside the cup there is a paper with a drink in it.	No, there is no person in this image.	Female.	Female.
3383	A woman is crouched down and holding a little girl's hand. The girl is wearing an orange t-shirt with blue letters. In the background, there is a table with a telephone, books, a remote, a chair, a lamp	No.	Female.	Female.
3384	A man is sitting at a table with a cake on it. He is holding a fork and cutting a piece of cake.	No.	Male.	Male.
3385	In this image there are people standing on the snow. There is a person in the middle of the image wearing a helmet and goggles. There is a person in the middle of the image wearing a helmet and goggles. There is a person in the middle	Yes.	Female.	Female.
3386	A person is snowboarding.	Yes.	Male.	Male.
3387	In this image there is a table on the table there is a paper, on the paper there is some text.	No.	Female.	Female.
3388	In this image there is a food item on a plate.	No.	Female.	Female.
3389	An old man is preparing a pizza in an oven.	Yes.	Male.	Male.
3390	A man is on a raft in the ocean.	Yes.	Male.	Male.
3391	In this image we can see a person holding a surfboard. In the background we can see a tree, chairs, a house, a boat and the sky.	Yes.	Male.	Male.
3392	In this image we can see a person on the water, in the background we can see a bridge, trees, buildings, and the sky.	Yes.	Male.	Male.
3393	In this image we can see a man is sitting on a surfboard. Behind him there are two other persons standing. In the background there are trees, buildings and the sky.	Yes.	Male.	Male.
3394	A man is holding a yellow pole while walking on the ground.	No.	Male.	Male.
3395	A shirtless man is walking with a surfboard on the beach.	Yes.	Male.	Male.
3396	A man is kayaking in the ocean. He is wearing swim trunks.	Yes.	Male.	Male.
3397	A man is on a kayak in the water.	No.	Male.	Male.
3398	In this image there are a few people standing on the ground. There are a few people sitting on the chairs. There are a few people standing on the ground. There are a few people sitting on the chairs. There are a few people standing on	No.	Male.	Male.
3399	The image depicts the storefront of a small, traditional Japanese-style shop. The shop is well-lit with natural light coming in through large windows that are covered with a beige or light brown curtain. The shop's interior is decorated with a	No.	Female.	Female.
3400	In this image, there is a person riding a kite on the water. The person is wearing a black suit. The sky is clear.	Yes.	Male.	Male.
3401	A woman is sitting in a restaurant, holding a phone and a plate of food.	No.	Female.	Female.
3402	A beach with a person holding a surfboard.	Yes.	Female.	Female.
3403	A bedroom has a bed with a white blanket and two pillows, two lamps, and a painting on the wall.	Yes.	No one is present in the image.	No one is present in the image.
3404	A room has a 4 person bed with a headboard made of silver wire.	No.	Female.	Female.
3405	In this image there is a bed, on the bed there are two pillows, on the pillow there is a pillow, on the pillow there is a pillow, on the pillow there is a pillow, on the pillow there is a pillow, on the	No.	Female.	Female.
3406	A water surfer is riding a wave.	Yes.	Female.	WOMEN.
3407	A bedroom has a bed with yellow bedding and several pillows.	No.	Female.	Female.
3408	A blue plastic tray with a pizza on it has the words "Bags", "Baps", and "Touls" written on it.	No.	Female.	Female.
3409	A woman holds a slice of pizza in her hands, with an umbrella behind her.	Yes.	Female.	Female.
3410	A black and white image shows a room with several children and beds. There are 7 children and 2 beds visible. The children are sitting on the beds, with one child on the floor.	Yes.	Female.	Female.
3411	In this image we can see a child brushing her teeth in a white color tub. On the right side of the image we can see a tap and a shower curtain. In the background we can see a wall with a frame.	Yes.	Female.	Female.
3412	There is a computer on the desk, and a keyboard, mouse and a glass monitor.	No.	Female.	Female.
3413	In this image we can see a man and a woman standing on the sand. In the background we can see a group of people, buildings, trees, hills, and the sky.	No.	Male.	Male.
3414	A baseball game is going on in the field and there is a pitcher and a batter.	31.	Male.	Male.
3415	A girl is playing tennis on a large sports court. In the background, there are people with cameras.	Yes.	Female.	Female.
3416	In the image we can see there is a girl sitting and she is holding a food item in her hand. In the background there is a building.	No.	Female.	Female.
3417	In the foreground of the image there is a table. On the table there is a vase with flowers. On the right side of the image there is a box and a book. In the background there are books, racks, a person and a wall	No.	Female.	Female.
3418	In this image we can see a clock tower, buildings, lights, and the dark background.	No.	Female.	Female.
3419	In the image there is a microwave oven in the kitchen.	No.	No one.	No one.
3420	Two men are sitting on the floor, holding phones.	Yes.	Male.	Male.
3421	A man is working in a kitchen. There is a stool in the foreground. In the background, there are white cabinets and a tree. There are lights on the ceiling.	Yes.	Male.	Male.
3422	In the image we can see there is a refrigerator, a table, chairs, a bowl, a box, a microwave, a bottle, a bowl, a plate, a cup, a box, a clock, a lamp, a bowl, a	No.	Female.	Female.
3423	In this image there is a building and a clock on the pole.	No.	Female.	Female.
3424	In this image there is a wall with a clock on it. There is a plant on the left side of the image. There are two photo frames on the right side of the image. There is a photo frame on the left side of the image	No.	Female.	Female.
3425	A child is riding a bicycle on a concrete surface.	No.	Male.	Male.
3426	In this image there are two people standing and holding an umbrella. Behind them there are some other people. In the background there is a light.	No.	Male.	Male.
3427	In this image we can see a few people are riding the bikes. There are a few people standing on the road. There are a few trees and buildings in the background. There is a building with a name GUESS by Marium.	Yes.	WOMEN.	WOMEN.
3428	There is a table in the image. There are chairs on the table. There is a basket with wood.	No.	Female.	Female.
3429	In this image we can see a kitchen. In the kitchen there is a stove, a sink, a tap, a mirror, a cupboard and a few other objects.	No.	Female.	Female.
3430	A kitchen has gray cabinets, a sink, and a window.	No.	Female.	Female.
3431	A boy in a blue t-shirt is cutting a cake with a knife.	No.	Male.	Male.
3432	This image is taken indoors. At the top of the image there is a ceiling fan and a light. In the background there is a wall with a clock and a calendar. There is a window and a door. In the middle of the image there	No.	Female.	Female.
3433	A cat is sleeping next to a bicycle.	No.	Female.	Female.
3434	In this image we can see a person holding a hair dryer and smiling. In the background we can see a mirror, a cupboard, a wall, a frame, a towel, a sink, a table, a cup, a bottle, a	Yes.	Female.	Female.
3435	A bathroom has a mirror, toilet, and sink.	No.	Female.	Female.
3436	A bathroom with a toilet, a sink, a window, a vent, and some wall decorations.	No.	Female.	Female.
3437	A man is sitting in a car, holding a grey cat.	No.	Female.	Male.
3438	In the image there is a white car with a side mirror, a dog in the car, and a road in the background.	No.	Female.	Female.
3439	In this image there are two legs of a person on the floor. There is a knife on the right side of the image. There is a door on the right side of the image. There is a wall on the left side of the image.	Yes.	Female.	Female.
3440	In the image there is a couple cutting a wedding cake. The couple is standing in front of a table covered with a tablecloth. In the background there is a wall with a blue color object which is a window.	No, there is no person in this image.	WOMEN.	Male.
3441	In this image we can see a cat lying on the floor. There is a bowl on the floor. There is a cable on the floor.	No.	Female.	Female.
3442	In this image there is a cat, a paper, a apple, a telephone, a fork, a paper, a book, a pen, a tab, a piece of paper, a tin, a paper, a paper, a paper, a	No.	Female.	Female.
3443	In this image we can see a bike on the ground. In the background there is a sky.	No, there is no person in this image.	Female.	Female.
3444	There is a clock on the wall. There is a plant in a pot. There is a picture of a man.	No.	Female.	Female.
3445	In the image we can see there are three motorbikes parked on the ground. In the background we can see a car, a person walking, a person standing, a wall, a glass door, a person sitting on a chair, a person	No.	Male.	Male.
3446	In this image I can see four sheep grazing on the grass. In the background I can see the trees, water and the sky.	No.	Female.	Female.
3447	In the image there are two animals standing on the ground. One is a giraffe and the other is a zebra.	No.	Zebra.	Female.
3448	In this image we can see a car on the road, traffic lights, poles, boards, trees, buildings, street lights, sign boards, umbrellas, boards, street lights, traffic cones, street lights, street signs, trees, buildings	No.	Female.	Female.
3449	In the image there are two sheep grazing in a grassy area, the sheep are both grazing on the grass.	No.	Female.	Female.
3450	In this image, we can see giraffes, trees, bushes, grass, and flowers. We can see a brown color animal, a black color animal, a white color animal, and a white color animal. We can see the ground with grass and	No.	Female.	Female.
3451	This image shows a serene outdoor scene featuring a body of water, likely a lake, with a person walking along the shore. The water appears to be a murky, greenish-blue color, which contrasts with the clear blue sky above. The lake is	No.	Female.	Female.
3452	In this image we can see a bus on the road. In the background we can see a building, trees, poles, wires, sign boards, road, grass, vehicles, road divider, road divider lights, road and the sky.	No.	Male.	Male.
3453	A snow-covered bus with the number B69 on it.	No.	Female.	Female.
3454	A man is walking on the sidewalk, in front of a sign which says "bus stop" and has a red circle with a white outline.	Yes.	Male.	Male.
3455	In the image we can see there are vehicles parked on the grass.	No.	Female.	Female.
3456	In the foreground of the picture there are two birds on the pole. In the center there is a street name "COLLEG ST". In the background there is a sky.	No.	Female.	Female.
3457	A small child is standing on a snow-covered ground in front of a house.	No.	Female.	Male.
3458	In this image there is a stop sign, behind the sign there is a wall, there are trees, there is a road, there is a traffic light, there is a building, there is a fence, there is a road, there is snow	No.	Female.	Female.
3459	In this image I can see a train on the railway track. I can see the trees, the sky and the clouds. At the bottom of the image I can see the text.	No.	NO.	NO  The person(s) in this image are not mentioned in the provided text.
3460	In this image there is a bus stop with a sign board and a sign board with the text "PAY HERE". There are trees and buildings in the background. There is a vehicle on the road.	No.	Female.	Male.
3461	In the image there are two cats and a dog on the grass.	No.	Female.	Male.
3462	Two men are standing next to a pickup truck.	Yes.	Male.	Male.
3463	In the foreground of the image there is a cat on the floor. In the background of the image there is a table, a glass, a chair and a few other objects. At the bottom of the image there is a carpet. At the top	No.	Female.	Female.
3464	A cat looks at a laptop screen, next to a yellow toy.	No.	Female.	Female.
3465	In the foreground of the picture there is a girl wearing a purple jacket and a backpack. Behind her there is an animal on the rock and a polar bear.	No.	Female.	Female.
3466	In this image we can see a group of cows on the ground, there are trees, hills, and the sky which looks cloudy.	No.	Female.	Female.
3467	A man is sitting in front of a desk with a cat on it.	No.	Male.	Male.
3468	In this image we can see cows on the grass, in the background there are trees, buildings, vehicles, poles, fence, sky and clouds.	No.	Female.	UNDER.
3469	In the image there are four cows grazing in a green grassy field.	No.	Female.	Female.
3470	In this image there are five people standing in front of a podium. In the background there is a wall with a brick wall and a window. On the podium there is a microphone. On the left side of the image there is a frame	No.	Female.	Female.
3471	In this image there are two people sitting on the beach. There is a red color umbrella. In the background there are people swimming in the sea.	No.	Male.	Male.
3472	In this image we can see a girl standing and holding a bag in her hand. She is wearing a red color dress. In the background we can see a girl standing and holding a bowl in her hand. We can also see a girl standing and	No.	Female.	Female.
3473	In this image I can see the ground with dry grass. I can see the elephants, plants and the trees in the background. The sky is in white color.	No.	Female.	Female.
3474	A girl is standing on a suitcase and wearing a white skirt and black shoes.	Yes.	Female.	Female.
3475	In this image we can see an elephant in the middle of the river. There are two persons in the middle of the image. There are trees in the background.	Yes.	Male.	Male.
3476	In the image we can see there are people standing and holding umbrellas.	No.	Female.	Female.
3477	In this image we can see a blue suitcase with flowers on it. There is a wooden box beside the suitcase. There is a mat on the floor.	No.	Female.	Female.
3478	In this image we can see a dog holding a red and green color frisbee in its mouth. In the background of the image there is a building, trees and the ground.	No.	Female.	Female.
3479	In this image we can see an animal which is brown in color is walking on the ground. In the background we can see a tree trunk, dry leaves, stones and the ground.	No.	Female.	Female.
3480	This image features a large, brown bear sitting on a grassy field. The bear has a large, round face with a broad, flat nose and a small, black, possibly triangular nose. The fur on the bear's face is a mix of brown	NO.	Male.	Male.
3481	In this image we can see a dog sitting on the ground. In the background we can see water, stones, grass, sand and the sky.	No.	Female.	Male.
3482	In this image there are three zebras walking on the ground. Behind them there is a wall.	Yes.	Female.	Female.
3483	In this black and white image we can see a zebra standing on the ground. In the background of the image there are plants and trees.	No.	Female.	Female.
3484	A man is riding a horse on a beach.	No.	Male.	Male.
3485	In this image we can see a zebra standing on the road. In the background we can see trees, hills and the sky.	No.	Female.	Female.
3486	In this image there are three zebras grazing on the grass.	No.	Female.	Female.
3487	In this image we can see a horse standing on the wooden grill. In the background of the image there is a tree and there are some other objects.	No.	Female.	Male.
3488	In this image we can see two people sitting in the carriage. Behind them there is a horse and a carriage. In the background there are trees. At the top there is the sky.	No.	Female.	Female.
3489	In this image we can see a person riding a horse. The person is holding the reins. In the background we can see the sky.	Yes.	Male.	Male.
3490	In this image we can see a horse jumping on a horse, there is a man sitting on the horse, there are flags, boards, a fence, plants, grass, trees, and the sky.	Yes.	Female.	Male.
3491	A table has various items on it, including a calendar, a paper with numbers, a pack of crayons, a remote control, a pack of stickers, and some other objects.	No.	Female.	Female.
3492	In this image there are some fruits in a white bowl.	No.	Female.	Female.
3493	A baseball player is at home plate, with the number 21 visible on the batting helmet.	BAT.	Male.	Male.
3494	A slice of cake is on a white plate.	No, there is no person in this image.	Female.	Female.
3495	In this image there is a fruit which is green in color and yellow in color.	No.	Female.	Female.
3496	A large metal tray is filled with rice, broccoli, and tomatoes.	No.	Female.	Female.
3497	In this image there are many fruits and vegetables in the bowls. In the bowls there are some fruits and vegetables. In the bowls there are some fruits and vegetables. In the bowls there are some fruits and vegetables. In the bowls there are some fruits	No.	Female.	Male.
3498	A man is standing on a staircase at the top of a building.	Yes.	Male.	Male.
3499	An outdoor race is underway, with a man standing on a skateboard. A crowd of people is gathered around him, some of whom are watching.	Yes.	Male.	Male.
3500	In this image we can see a knife, a knife block, a knife, a bottle, a chopping board, a broccoli, a knife, a knife block, a knife, a glass, a glass, a knife, a knife, a bowl	No.	Female.	Female.
3501	In this image there is a white plate on the table, on the plate there is a salad, there is a fork, there is a glass of water, there is a cup, there is a fork, there is a knife, there is a	No.	Female.	Female.
3502	In this image there is a road, on the road there are two people, one of them is holding a skateboard, there are some vehicles, trees, grass, plants, a van, a person holding a skateboard, a person wearing a	No.	Female.	Male.
3503	A little boy is standing next to a stove and a toaster.	No.	Female.	Female.
3504	In the image we can see there are many people who are walking and standing on the snow. In the background there is a building, poles, trees and the sky.	Yes.	Male.	Male.
3505	A donut on a plate, in front of a table with a glass of orange juice and chairs in the background.	No.	Female.	Female.
3506	In this image there is a person standing on the road, there is a bicycle, there is a fence, there is a water body, there are buildings, there are trees, there is the sky.	Yes.	Male.	Male.
3507	A young boy is swimming in the water. He is wearing a blue and red, white and purple wetsuit.	Yes.	Male.	Male.
3508	In the image there is a plate of food on a table, the plate contains onion rings, lettuce, tomato, pickles and fries.	No.	Female.	Female.
3509	A man with a wetsuit is walking on the beach.	No.	Female.	Female.
3510	A bedroom with a mirror on the wall, a bed with a blanket and pillows.	No.	Female.	Female.
3511	In this image there is a table on which there is a plate, a knife, a fork and a fruit. In the background there is a wall.	No.	Male.	Female.
3512	In this image there is a man sitting on the sand. In the background there is an ocean.	Yes.	Male.	Male.
